Component_ID,Lot_ID,Component_Type,Temperature_C,Iddq_0h_uA,Iddq_24h_uA,Iddq_96h_uA,Iddq_168h_uA,Leakage_0h_uA,Leakage_24h_uA,Leakage_96h_uA,Leakage_168h_uA,Delay_0h_ns,Delay_24h_ns,Delay_96h_ns,Delay_168h_ns,Iddq_Max_Limit_uA,Leakage_Max_Limit_uA,Delay_Max_Limit_ns
IC00530,LOT10,MIXED_SIGNAL_IC,125.8,11.894,12.266,12.685,13.034,5.323,5.522,5.648,5.977,10.572,10.612,10.719,10.734,50.0,50.0,30.0
IC01413,LOT13,MICROCONTROLLER,125.29,10.274,10.534,11.014,11.102,5.141,5.289,5.396,5.672,10.864,10.932,11.048,11.087,50.0,50.0,30.0
IC00770,LOT10,MIXED_SIGNAL_IC,122.45,10.019,10.509,10.869,11.296,4.924,5.069,5.147,5.361,10.517,10.556,10.616,10.719,50.0,50.0,30.0
IC00558,LOT18,SRAM,123.08,9.677,9.941,10.336,10.426,5.068,5.351,5.555,5.891,10.348,10.407,10.454,10.552,50.0,50.0,30.0
IC00610,LOT10,CMOS_LOGIC,124.87,10.808,13.486,21.763,30.417,5.412,6.672,10.865,17.908,10.743,11.487,14.062,16.304,50.0,50.0,30.0
IC01127,LOT07,MIXED_SIGNAL_IC,126.17,8.588,8.948,9.039,9.253,4.859,5.009,5.21,5.385,9.658,9.69,9.802,9.927,50.0,50.0,30.0
IC00447,LOT07,MIXED_SIGNAL_IC,123.74,8.782,9.207,9.4,9.896,4.386,4.594,4.906,5.132,9.434,9.544,9.712,9.791,50.0,50.0,30.0
IC01305,LOT05,MICROCONTROLLER,125.71,8.579,8.831,8.828,9.177,4.657,4.779,4.97,5.32,9.565,9.627,9.682,9.802,50.0,50.0,30.0
IC01889,LOT09,MIXED_SIGNAL_IC,122.61,10.509,10.84,10.977,11.455,4.927,5.053,5.23,5.464,9.965,9.994,10.005,10.167,50.0,50.0,30.0
IC00908,LOT08,MICROCONTROLLER,123.08,10.48,11.018,11.477,11.861,4.989,5.038,5.113,5.319,11.004,11.052,11.128,11.238,50.0,50.0,30.0
IC00255,LOT15,SRAM,123.22,10.008,10.303,10.338,10.665,4.888,4.98,5.251,5.383,8.994,9.062,9.191,9.239,50.0,50.0,30.0
IC01893,LOT13,MIXED_SIGNAL_IC,127.22,11.772,12.072,12.501,12.752,5.791,5.911,6.073,6.39,9.882,9.947,10.049,10.139,50.0,50.0,30.0
IC00766,LOT06,MICROCONTROLLER,130.04,10.412,10.716,10.974,11.351,4.773,4.881,5.05,5.182,8.972,8.931,8.966,8.988,50.0,50.0,30.0
IC01992,LOT12,MIXED_SIGNAL_IC,123.45,11.066,11.336,11.295,11.532,5.301,5.493,5.692,5.839,10.602,10.691,10.759,10.798,50.0,50.0,30.0
IC01113,LOT13,SRAM,125.43,11.607,11.788,12.067,12.208,4.895,5.09,5.31,5.68,10.784,10.823,10.891,10.976,50.0,50.0,30.0
IC00424,LOT04,SRAM,123.62,9.305,12.979,21.961,30.074,4.833,6.003,11.136,20.239,10.339,11.039,12.67,16.637,50.0,50.0,30.0
IC01670,LOT10,CMOS_LOGIC,125.74,10.141,10.493,10.721,11.12,4.98,5.103,5.347,5.566,9.932,9.976,10.053,10.068,50.0,50.0,30.0
IC00662,LOT02,MICROCONTROLLER,123.04,10.632,11.091,11.14,11.344,5.421,5.671,5.841,5.986,10.268,10.327,10.388,10.446,50.0,50.0,30.0
IC01663,LOT03,MICROCONTROLLER,127.16,10.979,11.281,11.545,11.804,4.916,4.993,5.188,5.393,10.842,10.953,11.053,11.155,50.0,50.0,30.0
IC01471,LOT11,MIXED_SIGNAL_IC,125.93,8.836,9.164,9.454,9.804,4.576,4.707,4.898,5.092,8.714,8.77,8.882,8.996,50.0,50.0,30.0
IC00934,LOT14,MIXED_SIGNAL_IC,126.11,10.058,10.412,10.526,10.974,4.683,4.871,5.18,5.376,9.633,9.687,9.769,9.882,50.0,50.0,30.0
IC00569,LOT09,MIXED_SIGNAL_IC,124.53,10.113,10.277,10.532,10.704,4.99,5.107,5.429,5.701,10.808,10.869,10.911,10.99,50.0,50.0,30.0
IC00361,LOT01,SRAM,127.61,10.283,10.722,10.996,11.394,4.907,5.051,5.372,5.452,9.516,9.581,9.715,9.82,50.0,50.0,30.0
IC00468,LOT08,CMOS_LOGIC,124.32,10.538,10.784,11.058,11.427,5.411,5.521,5.747,6.083,10.561,10.602,10.685,10.809,50.0,50.0,30.0
IC01220,LOT20,MIXED_SIGNAL_IC,126.46,10.072,13.802,21.916,31.883,4.778,7.047,10.211,19.122,9.074,9.719,11.434,14.667,50.0,50.0,30.0
IC01900,LOT20,MICROCONTROLLER,125.39,9.849,10.14,10.338,10.776,4.571,4.72,4.838,5.091,10.272,10.291,10.251,10.307,50.0,50.0,30.0
IC00282,LOT02,MIXED_SIGNAL_IC,124.85,9.818,10.247,10.949,61.946,5.589,5.745,5.985,71.364,10.501,10.481,10.749,36.322,50.0,50.0,30.0
IC00304,LOT04,MIXED_SIGNAL_IC,127.87,10.114,10.543,10.727,10.936,5.229,5.335,5.415,5.668,10.766,10.7,10.803,10.907,50.0,50.0,30.0
IC00480,LOT20,MICROCONTROLLER,125.95,9.396,9.591,9.771,10.228,5.039,5.245,5.367,5.71,9.763,9.81,9.922,10.014,50.0,50.0,30.0
IC01911,LOT11,SRAM,124.83,8.96,8.985,8.928,9.388,4.74,4.917,5.094,5.316,8.973,8.989,9.076,9.212,50.0,50.0,30.0
IC01204,LOT04,CMOS_LOGIC,129.9,10.198,10.533,10.612,11.003,4.993,5.133,5.33,5.663,10.718,10.712,10.747,10.863,50.0,50.0,30.0
IC00380,LOT20,MICROCONTROLLER,123.33,9.484,9.806,9.978,10.246,5.097,5.156,5.341,5.575,9.331,9.403,9.491,9.532,50.0,50.0,30.0
IC00540,LOT20,MICROCONTROLLER,127.52,10.034,10.18,10.274,10.328,4.577,4.704,4.901,5.11,9.89,9.996,10.129,10.325,50.0,50.0,30.0
IC01867,LOT07,SRAM,126.87,10.005,10.224,10.664,10.948,4.901,4.982,5.243,5.471,8.749,8.783,8.898,9.018,50.0,50.0,30.0
IC01294,LOT14,SRAM,124.44,9.279,13.262,20.368,29.809,4.92,7.106,10.664,16.924,9.482,10.531,12.512,15.016,50.0,50.0,30.0
IC01742,LOT02,SRAM,124.88,10.633,10.865,11.213,11.638,5.092,5.273,5.517,5.82,10.388,10.338,10.419,10.429,50.0,50.0,30.0
IC00386,LOT06,CMOS_LOGIC,126.37,9.437,9.899,9.967,10.108,4.951,4.97,5.121,5.384,9.509,9.563,9.649,9.679,50.0,50.0,30.0
IC00841,LOT01,SRAM,124.58,10.006,12.451,21.26,34.052,5.112,7.199,13.292,22.887,9.35,10.208,12.54,15.587,50.0,50.0,30.0
IC00864,LOT04,MIXED_SIGNAL_IC,125.8,9.441,11.449,18.055,26.989,4.861,6.798,12.176,19.613,10.137,10.665,13.046,17.151,50.0,50.0,30.0
IC01117,LOT17,MICROCONTROLLER,121.85,9.385,9.855,9.99,10.317,4.573,4.632,4.951,5.261,10.181,10.271,10.341,10.5,50.0,50.0,30.0
IC00001,LOT01,MICROCONTROLLER,123.94,9.706,9.885,10.682,69.665,4.818,5.108,5.398,67.008,9.702,9.787,9.985,49.133,50.0,50.0,30.0
IC00577,LOT17,MICROCONTROLLER,126.64,9.326,9.688,9.928,10.332,4.992,5.222,5.41,5.801,9.616,9.714,9.794,9.928,50.0,50.0,30.0
IC01074,LOT14,MIXED_SIGNAL_IC,121.05,9.106,9.597,9.851,10.219,5.143,5.264,5.479,5.781,9.081,9.158,9.269,9.35,50.0,50.0,30.0
IC00625,LOT05,SRAM,121.18,9.14,9.532,9.88,10.312,4.512,4.669,4.888,5.057,9.467,9.43,9.453,9.518,50.0,50.0,30.0
IC00690,LOT10,MICROCONTROLLER,124.41,10.637,11.066,11.87,65.95,5.444,5.511,5.897,64.028,10.553,10.718,10.929,49.726,50.0,50.0,30.0
IC01055,LOT15,MIXED_SIGNAL_IC,123.19,9.941,10.316,11.119,65.099,4.757,4.967,5.289,57.734,9.227,9.37,9.58,41.736,50.0,50.0,30.0
IC01729,LOT09,MIXED_SIGNAL_IC,123.86,9.898,13.618,19.468,30.832,5.144,7.324,11.032,20.124,10.078,11.249,13.558,17.52,50.0,50.0,30.0
IC00710,LOT10,CMOS_LOGIC,126.21,9.225,9.476,9.989,10.165,4.661,4.792,5.03,5.318,10.81,10.85,10.904,11.016,50.0,50.0,30.0
IC01722,LOT02,CMOS_LOGIC,123.65,11.445,14.955,22.632,34.689,5.323,7.504,11.04,17.209,10.954,11.64,14.313,18.34,50.0,50.0,30.0
IC00633,LOT13,SRAM,125.62,10.954,11.024,11.412,11.765,5.465,5.613,5.801,6.008,10.602,10.639,10.749,10.823,50.0,50.0,30.0
IC01707,LOT07,SRAM,120.48,8.795,9.43,9.758,10.049,4.451,4.543,4.67,4.955,9.472,9.491,9.612,9.682,50.0,50.0,30.0
IC00039,LOT19,MIXED_SIGNAL_IC,126.51,10.204,10.818,11.017,11.376,5.182,5.371,5.514,5.912,9.343,9.403,9.475,9.582,50.0,50.0,30.0
IC00925,LOT05,CMOS_LOGIC,129.51,9.131,9.375,9.601,10.03,4.835,4.985,5.128,5.348,9.688,9.734,9.784,9.861,50.0,50.0,30.0
IC01106,LOT06,MIXED_SIGNAL_IC,125.6,9.978,10.149,10.495,11.028,4.697,4.869,5.146,5.384,8.846,8.893,9.016,9.199,50.0,50.0,30.0
IC00677,LOT17,CMOS_LOGIC,128.07,9.832,10.159,10.461,10.723,5.127,5.228,5.381,5.664,9.703,9.744,9.814,9.944,50.0,50.0,30.0
IC01967,LOT07,MIXED_SIGNAL_IC,123.58,8.304,8.574,8.711,9.189,4.377,4.468,4.768,5.03,9.283,9.323,9.407,9.521,50.0,50.0,30.0
IC01232,LOT12,CMOS_LOGIC,125.59,10.855,11.134,11.549,11.872,5.076,5.203,5.393,5.638,10.705,10.753,10.87,11.019,50.0,50.0,30.0
IC00284,LOT04,SRAM,123.54,10.957,11.104,11.643,51.057,5.133,5.285,5.621,57.569,10.158,10.383,10.683,44.009,50.0,50.0,30.0
IC01286,LOT06,MICROCONTROLLER,125.25,9.246,9.507,9.943,10.277,4.504,4.728,4.948,5.183,9.245,9.253,9.397,9.546,50.0,50.0,30.0
IC01921,LOT01,MIXED_SIGNAL_IC,127.81,9.658,10.044,10.111,10.406,4.998,5.086,5.309,5.544,9.327,9.368,9.446,9.547,50.0,50.0,30.0
IC00561,LOT01,MICROCONTROLLER,122.09,9.802,10.111,10.415,10.771,5.032,5.16,5.322,5.695,9.909,9.859,9.91,10.0,50.0,50.0,30.0
IC01362,LOT02,MIXED_SIGNAL_IC,129.28,11.799,15.576,22.869,33.901,5.197,6.451,12.453,22.108,11.226,12.268,15.162,17.917,50.0,50.0,30.0
IC01514,LOT14,MICROCONTROLLER,121.45,9.8,10.33,10.689,11.162,4.751,4.918,5.05,5.31,9.466,9.539,9.648,9.724,50.0,50.0,30.0
IC01579,LOT19,MICROCONTROLLER,125.75,9.701,10.002,10.467,10.675,4.79,5.09,5.321,5.491,9.782,9.81,9.812,9.918,50.0,50.0,30.0
IC01095,LOT15,CMOS_LOGIC,122.69,9.556,10.004,10.373,10.858,4.715,4.936,5.136,5.436,9.108,9.171,9.215,9.25,50.0,50.0,30.0
IC00426,LOT06,MIXED_SIGNAL_IC,126.94,9.813,10.129,10.382,10.596,4.365,4.563,4.8,5.119,9.025,9.07,9.174,9.252,50.0,50.0,30.0
IC01270,LOT10,MICROCONTROLLER,124.34,10.189,10.548,10.769,11.088,5.641,5.811,6.114,6.266,11.222,11.32,11.343,11.419,50.0,50.0,30.0
IC01407,LOT07,MICROCONTROLLER,125.19,8.57,10.726,17.104,26.601,5.024,7.037,11.967,17.658,8.999,10.135,12.403,15.547,50.0,50.0,30.0
IC01951,LOT11,CMOS_LOGIC,125.23,9.006,9.529,9.796,10.025,4.322,4.501,4.673,5.058,9.002,9.066,9.1,9.266,50.0,50.0,30.0
IC00828,LOT08,MIXED_SIGNAL_IC,126.19,10.107,10.277,10.431,10.758,5.345,5.418,5.566,5.869,10.434,10.588,10.687,10.741,50.0,50.0,30.0
IC01178,LOT18,SRAM,126.64,10.037,10.287,10.633,10.934,5.144,5.369,5.503,5.938,10.422,10.459,10.56,10.66,50.0,50.0,30.0
IC01622,LOT02,CMOS_LOGIC,120.69,10.107,12.829,20.481,31.304,5.382,7.768,11.123,17.226,9.992,11.029,12.892,15.307,50.0,50.0,30.0
IC01328,LOT08,CMOS_LOGIC,124.72,10.637,11.14,11.29,11.624,5.414,5.615,5.81,6.045,10.376,10.369,10.503,10.595,50.0,50.0,30.0
IC01495,LOT15,SRAM,125.62,9.371,9.55,9.671,9.988,4.973,5.231,5.588,5.922,9.044,9.015,9.065,9.013,50.0,50.0,30.0
IC00843,LOT03,MIXED_SIGNAL_IC,122.8,10.44,10.682,11.011,11.347,5.243,5.42,5.56,5.912,10.585,10.647,10.76,10.841,50.0,50.0,30.0
IC00835,LOT15,MIXED_SIGNAL_IC,128.22,9.214,12.401,17.67,29.243,4.555,6.61,10.852,20.316,9.385,10.237,12.599,15.123,50.0,50.0,30.0
IC01144,LOT04,CMOS_LOGIC,127.41,9.931,10.486,10.809,68.935,5.104,5.283,5.403,58.755,10.324,10.436,10.69,48.949,50.0,50.0,30.0
IC01917,LOT17,MIXED_SIGNAL_IC,127.52,10.117,12.863,21.429,33.391,4.988,6.104,11.552,19.246,10.41,10.982,13.199,15.681,50.0,50.0,30.0
IC01464,LOT04,MIXED_SIGNAL_IC,126.68,10.099,10.39,10.534,10.778,5.133,5.312,5.494,5.692,10.605,10.593,10.637,10.717,50.0,50.0,30.0
IC01948,LOT08,MIXED_SIGNAL_IC,123.55,11.088,11.389,11.413,11.774,5.049,5.212,5.531,5.855,10.675,10.769,10.804,10.96,50.0,50.0,30.0
IC01266,LOT06,MIXED_SIGNAL_IC,122.89,10.014,10.379,10.57,10.649,4.945,5.09,5.379,5.602,9.171,9.255,9.308,9.442,50.0,50.0,30.0
IC01805,LOT05,SRAM,125.04,9.775,10.194,10.513,10.952,4.961,5.144,5.302,5.484,10.15,10.227,10.282,10.346,50.0,50.0,30.0
IC01126,LOT06,MICROCONTROLLER,123.8,9.437,9.599,9.711,9.867,4.789,4.961,5.302,5.468,9.152,9.188,9.276,9.363,50.0,50.0,30.0
IC01423,LOT03,MICROCONTROLLER,127.28,10.844,11.282,11.557,11.759,5.058,5.147,5.378,5.536,10.657,10.675,10.735,10.849,50.0,50.0,30.0
IC01914,LOT14,MICROCONTROLLER,126.49,9.361,9.558,9.768,10.024,4.582,4.754,5.001,5.127,9.867,9.888,9.938,10.026,50.0,50.0,30.0
IC01385,LOT05,MICROCONTROLLER,124.58,9.462,9.856,10.13,10.565,5.286,5.473,5.697,5.856,9.383,9.391,9.447,9.532,50.0,50.0,30.0
IC01398,LOT18,SRAM,125.81,10.746,14.486,21.987,29.994,4.8,6.33,12.333,17.469,9.787,10.289,11.995,16.28,50.0,50.0,30.0
IC01411,LOT11,MIXED_SIGNAL_IC,122.76,8.902,12.643,18.388,29.338,4.58,5.656,11.507,17.879,9.108,10.3,13.16,16.991,50.0,50.0,30.0
IC01756,LOT16,CMOS_LOGIC,125.83,8.967,9.404,9.613,9.921,5.098,5.266,5.442,5.611,9.344,9.413,9.537,9.669,50.0,50.0,30.0
IC00624,LOT04,CMOS_LOGIC,124.22,11.195,11.354,11.795,12.024,4.709,4.772,5.017,5.406,10.09,10.166,10.254,10.375,50.0,50.0,30.0
IC01987,LOT07,SRAM,126.4,9.619,9.739,9.975,10.261,4.697,4.745,4.92,5.293,9.09,9.16,9.186,9.301,50.0,50.0,30.0
IC00245,LOT05,CMOS_LOGIC,126.06,10.037,10.48,10.538,10.811,4.83,4.964,5.278,5.507,9.0,9.04,9.065,9.133,50.0,50.0,30.0
IC01452,LOT12,SRAM,124.66,10.582,10.937,11.223,11.713,5.655,5.802,5.879,6.181,10.449,10.585,10.693,10.754,50.0,50.0,30.0
IC00655,LOT15,MIXED_SIGNAL_IC,121.59,8.62,8.433,8.679,8.965,4.833,4.987,5.307,5.496,9.845,9.848,9.931,10.087,50.0,50.0,30.0
IC01473,LOT13,CMOS_LOGIC,126.69,11.095,11.191,11.365,11.648,5.091,5.171,5.391,5.7,11.143,11.164,11.263,11.405,50.0,50.0,30.0
IC01135,LOT15,MICROCONTROLLER,126.02,9.945,12.233,20.533,32.213,4.679,6.475,9.565,16.972,9.636,10.293,12.237,16.378,50.0,50.0,30.0
IC01874,LOT14,MICROCONTROLLER,125.04,9.604,9.862,10.211,10.774,4.853,5.11,5.39,5.729,9.544,9.628,9.706,9.769,50.0,50.0,30.0
IC00403,LOT03,CMOS_LOGIC,130.09,10.103,10.405,10.774,11.047,5.676,5.796,5.912,6.22,11.112,11.195,11.252,11.366,50.0,50.0,30.0
IC01427,LOT07,MICROCONTROLLER,123.16,9.042,9.124,9.215,9.445,5.018,5.213,5.458,5.669,9.288,9.387,9.48,9.564,50.0,50.0,30.0
IC00953,LOT13,MICROCONTROLLER,125.34,10.681,10.835,11.114,11.436,5.382,5.589,5.783,6.191,10.724,10.778,10.839,10.888,50.0,50.0,30.0
IC00100,LOT20,CMOS_LOGIC,127.37,10.073,10.223,10.413,10.746,5.027,5.121,5.366,5.714,10.205,10.232,10.314,10.486,50.0,50.0,30.0
IC01230,LOT10,CMOS_LOGIC,125.22,9.794,10.07,10.185,10.641,5.224,5.434,5.617,5.889,10.587,10.687,10.8,10.827,50.0,50.0,30.0
IC01793,LOT13,MICROCONTROLLER,127.11,10.266,10.42,10.733,11.282,4.644,4.904,5.098,5.285,10.401,10.373,10.436,10.491,50.0,50.0,30.0
IC00894,LOT14,CMOS_LOGIC,122.38,9.512,9.812,9.871,10.247,4.205,4.453,4.588,4.822,9.827,9.857,9.906,9.962,50.0,50.0,30.0
IC00857,LOT17,CMOS_LOGIC,120.48,10.082,10.358,10.718,10.945,4.249,4.499,4.689,4.975,9.853,9.886,9.93,9.943,50.0,50.0,30.0
IC00054,LOT14,SRAM,124.3,9.598,9.787,9.875,10.058,4.611,4.824,4.958,5.419,9.045,9.115,9.202,9.259,50.0,50.0,30.0
IC00032,LOT12,SRAM,127.12,9.985,10.309,10.298,10.54,5.662,5.892,6.16,6.437,10.791,10.84,10.952,11.038,50.0,50.0,30.0
IC01937,LOT17,CMOS_LOGIC,121.28,8.745,12.282,19.721,28.811,5.1,7.329,12.594,18.7,10.054,10.89,13.885,16.706,50.0,50.0,30.0
IC00684,LOT04,CMOS_LOGIC,125.72,10.22,10.794,10.956,11.143,5.047,5.14,5.426,5.619,10.307,10.323,10.413,10.528,50.0,50.0,30.0
IC01016,LOT16,MICROCONTROLLER,128.73,9.495,9.779,10.151,10.558,4.958,5.134,5.368,5.655,10.31,10.331,10.428,10.565,50.0,50.0,30.0
IC00906,LOT06,SRAM,124.33,8.951,9.131,9.288,9.65,4.669,4.875,5.032,5.175,9.591,9.773,9.884,9.971,50.0,50.0,30.0
IC01865,LOT05,SRAM,127.75,9.665,9.996,10.278,10.526,5.104,5.228,5.514,5.707,9.547,9.591,9.657,9.78,50.0,50.0,30.0
IC00560,LOT20,MIXED_SIGNAL_IC,125.59,9.619,10.126,10.572,10.642,4.71,4.895,5.082,5.345,9.834,9.868,9.953,10.06,50.0,50.0,30.0
IC00876,LOT16,MIXED_SIGNAL_IC,124.57,9.591,10.025,10.347,10.491,4.462,4.585,4.717,4.977,10.274,10.287,10.34,10.395,50.0,50.0,30.0
IC00838,LOT18,MIXED_SIGNAL_IC,124.92,10.142,13.724,19.026,27.369,5.152,6.958,10.519,15.557,9.721,10.517,11.964,14.366,50.0,50.0,30.0
IC00555,LOT15,CMOS_LOGIC,128.7,9.586,11.858,17.806,29.686,4.769,7.226,11.859,18.386,9.795,10.595,12.344,14.985,50.0,50.0,30.0
IC00740,LOT20,CMOS_LOGIC,126.39,10.845,11.216,11.331,11.517,4.998,5.156,5.479,5.774,9.738,9.812,9.849,9.97,50.0,50.0,30.0
IC00695,LOT15,MICROCONTROLLER,124.4,9.051,9.371,9.52,9.86,4.883,5.048,5.143,5.392,9.451,9.526,9.59,9.568,50.0,50.0,30.0
IC00930,LOT10,CMOS_LOGIC,126.07,10.59,11.114,11.288,11.673,5.726,5.956,6.093,6.304,10.687,10.807,10.848,10.881,50.0,50.0,30.0
IC00913,LOT13,SRAM,123.35,10.221,10.542,10.735,10.903,5.458,5.583,5.753,6.071,10.579,10.563,10.702,10.878,50.0,50.0,30.0
IC01641,LOT01,MICROCONTROLLER,123.57,9.631,10.073,10.316,10.635,5.005,5.048,5.17,5.493,9.967,9.974,9.987,10.125,50.0,50.0,30.0
IC00220,LOT20,CMOS_LOGIC,124.82,9.996,10.266,10.66,10.977,4.963,4.995,5.117,5.352,9.738,9.801,9.878,10.039,50.0,50.0,30.0
IC01782,LOT02,MIXED_SIGNAL_IC,123.7,10.661,11.009,11.139,11.509,5.635,5.833,5.983,6.118,10.628,10.66,10.7,10.83,50.0,50.0,30.0
IC00974,LOT14,MIXED_SIGNAL_IC,120.82,10.162,10.708,11.096,11.417,4.801,4.963,5.264,5.56,9.276,9.389,9.381,9.504,50.0,50.0,30.0
IC00942,LOT02,MICROCONTROLLER,122.1,10.527,10.706,10.734,10.964,5.368,5.604,5.7,6.013,10.314,10.399,10.577,10.729,50.0,50.0,30.0
IC00738,LOT18,MIXED_SIGNAL_IC,124.5,10.147,10.509,10.886,11.093,5.045,5.163,5.495,5.733,10.194,10.252,10.33,10.389,50.0,50.0,30.0
IC00556,LOT16,CMOS_LOGIC,125.04,9.631,10.026,10.472,10.513,4.621,4.733,5.024,5.162,9.729,9.811,9.937,10.035,50.0,50.0,30.0
IC00138,LOT18,MIXED_SIGNAL_IC,122.6,9.743,9.975,10.042,10.371,4.654,4.82,5.144,5.365,9.933,9.994,10.047,10.191,50.0,50.0,30.0
IC00531,LOT11,CMOS_LOGIC,123.99,9.249,11.927,17.209,28.109,4.724,6.804,10.133,18.302,9.531,10.231,12.807,16.156,50.0,50.0,30.0
IC01005,LOT05,MICROCONTROLLER,126.39,8.916,9.251,9.527,9.656,4.675,4.902,4.968,5.344,9.016,9.12,9.213,9.358,50.0,50.0,30.0
IC01476,LOT16,SRAM,123.51,9.346,9.757,10.019,10.287,4.499,4.654,4.868,5.067,9.625,9.626,9.624,9.787,50.0,50.0,30.0
IC00938,LOT18,CMOS_LOGIC,124.88,9.913,13.043,18.067,27.144,5.026,6.063,11.704,17.432,10.417,11.526,13.884,16.457,50.0,50.0,30.0
IC01352,LOT12,MIXED_SIGNAL_IC,122.84,10.542,10.879,11.497,58.536,5.036,5.234,5.309,59.647,10.713,10.842,11.046,41.583,50.0,50.0,30.0
IC00509,LOT09,SRAM,124.85,10.51,10.619,10.96,11.383,5.224,5.413,5.619,5.789,10.63,10.736,10.817,10.872,50.0,50.0,30.0
IC00446,LOT06,CMOS_LOGIC,122.83,9.237,9.681,9.927,10.216,4.622,4.884,5.121,5.345,9.817,9.81,9.905,10.047,50.0,50.0,30.0
IC00335,LOT15,MICROCONTROLLER,123.42,9.6,9.978,10.265,10.492,4.955,5.042,5.177,5.451,9.364,9.412,9.543,9.682,50.0,50.0,30.0
IC00761,LOT01,MIXED_SIGNAL_IC,124.64,9.369,9.668,10.153,10.372,4.696,4.891,5.118,5.361,10.02,10.052,10.156,10.284,50.0,50.0,30.0
IC01941,LOT01,SRAM,122.67,9.13,9.319,10.026,69.828,5.106,5.302,5.617,51.545,10.344,10.477,10.613,37.082,50.0,50.0,30.0
IC00966,LOT06,MICROCONTROLLER,126.96,9.314,9.866,10.208,10.603,4.504,4.664,4.827,5.138,9.87,9.859,9.923,9.934,50.0,50.0,30.0
IC01396,LOT16,CMOS_LOGIC,124.1,10.007,10.451,11.108,51.119,4.864,5.041,5.166,59.667,8.908,9.071,9.148,42.132,50.0,50.0,30.0
IC01070,LOT10,SRAM,120.71,10.207,10.457,10.61,10.958,5.032,5.207,5.366,5.552,10.76,10.867,10.93,10.958,50.0,50.0,30.0
IC00182,LOT02,MICROCONTROLLER,124.15,9.394,9.602,10.095,10.51,5.412,5.496,5.755,6.104,10.668,10.723,10.817,10.934,50.0,50.0,30.0
IC01436,LOT16,SRAM,122.36,9.519,9.712,10.02,10.162,4.646,4.747,4.93,5.319,9.494,9.575,9.698,9.869,50.0,50.0,30.0
IC00276,LOT16,CMOS_LOGIC,120.31,9.162,9.533,9.696,9.973,4.622,4.745,4.89,5.14,8.86,8.902,8.967,9.03,50.0,50.0,30.0
IC00829,LOT09,MICROCONTROLLER,126.99,9.955,10.326,10.602,10.974,4.641,4.765,4.852,5.236,9.956,10.049,10.128,10.186,50.0,50.0,30.0
IC01450,LOT10,CMOS_LOGIC,128.57,10.294,10.547,10.844,11.106,5.342,5.354,5.551,5.702,10.912,11.013,11.144,11.203,50.0,50.0,30.0
IC01246,LOT06,CMOS_LOGIC,127.45,10.19,10.998,11.331,52.522,4.597,4.924,5.534,55.048,9.375,9.396,9.506,43.037,50.0,50.0,30.0
IC00692,LOT12,SRAM,125.97,10.6,10.884,11.228,51.628,5.023,5.303,5.599,60.258,11.167,11.256,11.454,38.846,50.0,50.0,30.0
IC01491,LOT11,SRAM,123.34,8.032,11.015,16.816,28.445,4.806,6.596,11.935,17.722,9.246,10.199,12.087,14.917,50.0,50.0,30.0
IC00627,LOT07,MICROCONTROLLER,125.64,8.096,8.354,8.632,9.022,4.365,4.579,4.84,5.162,8.488,8.48,8.554,8.683,50.0,50.0,30.0
IC00484,LOT04,MIXED_SIGNAL_IC,124.55,9.359,11.933,18.007,30.313,4.97,6.075,11.447,17.311,9.583,10.324,11.635,14.31,50.0,50.0,30.0
IC01013,LOT13,MIXED_SIGNAL_IC,127.82,10.642,10.906,11.131,11.337,5.026,5.074,5.362,5.694,10.544,10.629,10.724,10.833,50.0,50.0,30.0
IC01291,LOT11,SRAM,123.38,8.835,12.565,18.564,26.987,4.529,6.76,12.46,18.934,9.301,9.864,11.436,15.364,50.0,50.0,30.0
IC00230,LOT10,CMOS_LOGIC,122.78,10.512,10.919,11.277,11.78,5.019,5.267,5.531,5.643,10.079,10.202,10.319,10.38,50.0,50.0,30.0
IC01671,LOT11,SRAM,130.18,9.001,9.358,9.546,9.706,4.755,4.901,5.128,5.391,9.38,9.395,9.481,9.615,50.0,50.0,30.0
IC00383,LOT03,MIXED_SIGNAL_IC,126.83,10.823,10.994,11.503,11.941,4.78,4.889,4.981,5.247,10.367,10.46,10.471,10.524,50.0,50.0,30.0
IC00019,LOT19,MIXED_SIGNAL_IC,122.63,9.898,10.165,10.342,10.576,4.732,4.948,5.296,5.506,9.707,9.744,9.845,10.104,50.0,50.0,30.0
IC01646,LOT06,CMOS_LOGIC,124.4,9.37,9.867,10.146,10.472,4.297,4.43,4.626,4.842,9.079,9.15,9.234,9.275,50.0,50.0,30.0
IC00397,LOT17,SRAM,124.98,9.421,9.975,10.175,10.553,5.032,5.192,5.574,5.843,9.445,9.474,9.58,9.711,50.0,50.0,30.0
IC00423,LOT03,MIXED_SIGNAL_IC,125.81,9.986,13.193,20.208,32.543,5.339,7.768,12.185,19.717,10.088,11.268,12.965,16.946,50.0,50.0,30.0
IC00725,LOT05,CMOS_LOGIC,122.67,9.33,10.2,10.818,52.533,4.398,4.682,4.852,64.141,9.141,9.179,9.327,44.805,50.0,50.0,30.0
IC00183,LOT03,MICROCONTROLLER,124.22,10.026,10.276,10.222,10.518,5.514,5.652,5.789,5.985,10.355,10.404,10.46,10.589,50.0,50.0,30.0
